lng,lat,store_id,star_rating,comp_cvs,comp_walgreens,comp_ttl_store,store_sales_usd_amt,age_millenials,modeled_vs_actual_quadrant,city,county_name,state_name,owner_name,dma_name
-92.1287,31.6821,mm_28000200161024,5,84,50,124,495417.43,110,Top,Jena,La Salle,Louisiana,Dollar General,Monroe-El Dorado
-80.737,39.9256,mm_28000200161028,3,114,180,100,404461.48,88,Overachieving,Moundsville,Marshall,West Virginia,Dollar General,Wheeling-Steubenville
-80.2242,33.697,mm_28000200161045,5,199,130,146,400743.69,88,Top,Manning,Clarendon,South Carolina,Dollar General,"Columbia, SC"
-82.8701,42.5565,mm_28000200161068,1,152,72,88,752623.04,114,Bottom,Clinton Township,Macomb,Michigan,Dollar Tree,Detroit
-97.7661,33.2229,mm_28000200161070,4,85,83,69,825137.03,99,Top,Bridgeport,Wise,Texas,Dollar General,Dallas-Ft. Worth
-84.7559,34.1256,mm_28000200161076,5,194,102,184,247384.04,107,Top,Emerson,Bartow,Georgia,Dollar General,Atlanta
-109.3041,33.0564,mm_28000200161080,2,39,93,76,358155.93,52,Overachieving,Clifton,Greenlee,Arizona,Dollar Tree,Phoenix (Prescott)
-80.8762,35.1547,mm_28000200161087,2,175,276,195,539260.3,176,Bottom,Charlotte,Mecklenburg,North Carolina,Dollar Tree,Charlotte
-76.9043,38.8976,mm_28000200161090,1,363,55,83,1673252.85,114,Bottom,Capitol Heights,Prince George's,Maryland,Dollar Tree,"Washington, DC  (Hagerstown)"
-81.5616,27.8939,mm_28000200161101,5,81,172,99,333108.05,90,Top,Lake Wales,Polk,Florida,Dollar Tree,Tampa-St. Petersburg (Sarasota)
-80.3396,25.876,mm_28000200161103,4,74,71,94,707678.32,78,Top,Hialeah,Miami-Dade,Florida,Dollar Tree,Miami-Ft. Lauderdale
-80.0779,42.1247,mm_28000200161108,1,105,31,96,466834.7,95,Bottom,Erie,Erie,Pennsylvania,Dollar Tree,Erie
-97.2392,32.76,mm_28000200161112,4,70,125,103,466868.09,110,Underachieving,Fort Worth,Tarrant,Texas,Dollar Tree,Dallas-Ft. Worth
-79.891,36.1909,mm_28000200161116,3,63,60,76,217663.14,112,Bottom,Summerfield,Guilford,North Carolina,Dollar General,Greensboro-High Point-Winston Salem
-91.2352,44.2946,mm_28000200161119,2,34,141,77,347684.61,101,Bottom,Blair,Trempealeau,Wisconsin,Dollar General,La Crosse-Eau Claire
-78.9376,35.0776,mm_28000200161126,5,33,35,42,336383.29,148,Top,Fayetteville,Cumberland,North Carolina,Dollar Tree,Raleigh-Durham (Fayetteville)
-79.5483,36.1029,mm_28000200161136,5,141,166,259,410877.48,112,Top,Gibsonville,Guilford,North Carolina,Dollar General,Greensboro-High Point-Winston Salem
-84.1984,33.7622,mm_28000200161142,5,110,94,134,316099.81,111,Underachieving,Stone Mountain,DeKalb,Georgia,Dollar General,Atlanta
-90.6881,30.8383,mm_28000200161168,5,95,224,118,245016.86,92,Top,Greensburg,St. Helena,Louisiana,Dollar Tree,Baton Rouge
-83.7963,43.0604,mm_28000200161174,2,8,53,57,348453.53,120,Bottom,Flushing,Genesee,Michigan,Dollar General,Flint-Saginaw-Bay City
-82.1667,36.5785,mm_28000200161182,5,150,177,126,201414.33,90,Underachieving,Bristol,Sullivan,Tennessee,Dollar Tree,"Tri-Cities, TN-VA"
-90.501,38.3726,mm_28000200161192,3,102,173,83,490515.51,117,Top,House Springs,Jefferson,Missouri,Dollar General,St. Louis
-88.4485,43.7566,mm_28000200161196,2,17,75,29,401640.49,112,Bottom,Fond Du Lac,Fond du Lac,Wisconsin,Dollar Tree,Green Bay-Appleton
-90.2043,29.9108,mm_28000200161198,5,291,458,225,530409.29,109,Top,Westwego,Jefferson,Louisiana,Dollar Tree,New Orleans
-80.0507,41.5234,mm_28000200161200,2,63,37,76,415615.21,85,Bottom,Cochranton,Crawford,Pennsylvania,Dollar General,Erie
-80.7017,40.1031,mm_28000200161209,3,90,147,102,355765.88,94,Overachieving,Wheeling,Ohio,West Virginia,Dollar General,Wheeling-Steubenville
-87.7855,41.339,mm_28000200161225,2,390,434,221,442550.01,85,Bottom,Peotone,Will,Illinois,Dollar General,Chicago
-81.9428,41.4074,mm_28000200161230,2,89,71,62,378513.68,116,Bottom,North Olmsted,Cuyahoga,Ohio,Dollar General,Cleveland-Akron (Canton)
-86.0266,33.9664,mm_28000200161247,5,30,36,46,612694.51,107,Top,Rainbow City,Etowah,Alabama,Dollar General,Birmingham (Anniston and Tuscaloosa)
-99.8412,43.3731,mm_28000200161251,3,0,56,75,728068.02,58,Bottom,Winner,Tripp,South Dakota,Dollar General,Sioux Falls (Mitchell)
-114.2651,43.4735,mm_28000200161262,2,15,55,27,363833.6,48,Bottom,Bellevue,Blaine,Idaho,Dollar Tree,Twin Falls
-116.9232,44.0606,mm_28000200161264,3,10,85,28,213252.97,64,Underachieving,Payette,Payette,Idaho,Dollar Tree,Boise
-82.9127,34.6856,mm_28000200161274,5,133,121,117,428978.31,78,Top,Seneca,Oconee,South Carolina,Dollar General,Greenville-Spartanburg-Asheville-Anderson
-82.1799,28.218,mm_28000200161290,4,120,90,84,319916.03,109,Underachieving,Zephyrhills,Pasco,Florida,Dollar General,Tampa-St. Petersburg (Sarasota)
-88.6393,37.0835,mm_28000200161292,3,98,115,115,376352.06,103,Top,Paducah,McCracken,Kentucky,Dollar General,Paducah-Cape Girardeau-Harrisburg
-104.7891,39.674,mm_28000200161293,2,34,106,65,469827.31,159,Bottom,Aurora,Arapahoe,Colorado,Dollar Tree,Denver
-91.8829,35.0812,mm_28000200161295,5,0,27,49,442828.85,136,Top,Beebe,White,Arkansas,Dollar General,Little Rock-Pine Bluff
-89.4486,34.7708,mm_28000200161304,5,130,257,161,371360.31,74,Top,Holly Springs,Marshall,Mississippi,Dollar Tree,Memphis
-74.8572,40.5312,mm_28000200161309,2,165,131,69,3248778.96,84,Bottom,Flemington,Hunterdon,New Jersey,BJs Wholesale Club,New York
-80.7689,41.1383,mm_28000200161317,3,136,230,307,456769.35,103,Top,Mineral Ridge,Trumbull,Ohio,Dollar General,Youngstown
-86.2419,33.1877,mm_28000200161321,5,83,56,56,418590.38,103,Top,Sylacauga,Talladega,Alabama,Dollar General,Birmingham (Anniston and Tuscaloosa)
-81.1271,34.0452,mm_28000200161322,4,171,157,203,559685.14,87,Top,Columbia,Lexington,South Carolina,Dollar General,"Columbia, SC"
-90.0055,35.0537,mm_28000200161330,5,68,211,143,518263.28,95,Top,Memphis,Shelby,Tennessee,Dollar General,Memphis
-94.5111,38.9152,mm_28000200161357,3,100,74,63,148785.54,107,Underachieving,Kansas City,Jackson,Missouri,Small Food,Kansas City
-78.0488,36.076,mm_28000200161374,5,119,211,220,160554.23,105,Top,Castalia,Nash,North Carolina,Dollar Tree,Raleigh-Durham (Fayetteville)
-85.8077,38.2933,mm_28000200161375,3,186,299,182,336896.33,107,Bottom,New Albany,Floyd,Indiana,Dollar General,Louisville
-74.2162,40.7654,mm_28000200161387,1,81,126,120,1044712.75,75,Bottom,East Orange,Essex,New Jersey,Dollar Tree,New York
-85.9723,32.936,mm_28000200161412,5,127,90,84,395165.93,96,Top,Alexander City,Tallapoosa,Alabama,Dollar General,Montgomery-Selma
-92.4334,36.6002,mm_28000200161422,5,0,359,193,394272.6,74,Underachieving,Gainesville,Ozark,Missouri,Dollar General,"Springfield, MO"
-97.2121,31.3883,mm_28000200161428,4,77,73,105,215450.43,111,Underachieving,Lorena,McLennan,Texas,Dollar General,Waco-Temple-Bryan
-99.7747,32.4061,mm_28000200161435,5,12,18,21,261577.19,104,Top,Abilene,Taylor,Texas,Dollar General,Abilene-Sweetwater
-76.8922,40.2301,mm_28000200161443,3,85,0,48,345368.26,112,Bottom,Camp Hill,Cumberland,Pennsylvania,Dollar General,Harrisburg-Lancaster-Lebanon-York
-81.492,41.0039,mm_28000200161460,2,86,60,83,329918.25,110,Bottom,Akron,Summit,Ohio,Dollar General,Cleveland-Akron (Canton)
-86.0287,34.6734,mm_28000200161462,5,68,53,77,306772.11,104,Top,Scottsboro,Jackson,Alabama,Dollar Tree,Chattanooga
-94.4228,35.302,mm_28000200161472,5,8,29,33,361972.76,104,Top,Fort Smith,Sebastian,Arkansas,Dollar General,Ft. Smith-Fayetteville-Springdale-Rogers
-84.652,35.1727,mm_28000200161474,5,227,268,211,254412.24,77,Underachieving,Benton,Polk,Tennessee,Dollar Tree,Chattanooga
-86.8432,34.1762,mm_28000200161486,5,98,58,76,242750.5,119,Top,Cullman,Cullman,Alabama,Dollar General,Birmingham (Anniston and Tuscaloosa)
-93.746,32.4373,mm_28000200161490,4,45,37,41,302165.46,117,Top,Shreveport,Caddo,Louisiana,Dollar Tree,Shreveport
-78.8446,33.905,mm_28000200161505,5,261,88,172,450587,98,Top,Conway,Horry,South Carolina,Dollar General,Myrtle Beach-Florence
-82.4927,28.8518,mm_28000200161508,3,31,42,27,346861.34,97,Overachieving,Lecanto,Citrus,Florida,Dollar General,Tampa-St. Petersburg (Sarasota)
-81.8954,40.9833,mm_28000200161529,3,175,52,129,290401.07,105,Underachieving,Creston,Wayne,Ohio,Dollar General,Cleveland-Akron (Canton)
-71.1547,42.2494,mm_28000200161534,1,240,189,100,688235.99,135,Bottom,Dedham,Norfolk,Massachusetts,Dollar Tree,Boston (Manchester)
-86.4297,39.4186,mm_28000200161539,3,180,30,72,426272.2,88,Top,Martinsville,Morgan,Indiana,Dollar General,Indianapolis
-85.7665,40.2199,mm_28000200161546,2,158,99,78,421531.6,89,Bottom,Frankton,Madison,Indiana,Dollar General,Indianapolis
-85.6136,34.5581,mm_28000200161552,5,183,62,173,330871.81,97,Top,Valley Head,DeKalb,Alabama,Dollar General,Huntsville-Decatur (Florence)
-95.484,30.5386,mm_28000200161558,4,133,118,154,469000.17,98,Underachieving,New Waverly,Walker,Texas,Dollar General,Houston
-86.1037,39.8034,mm_28000200161560,2,192,146,108,495693.06,110,Bottom,Indianapolis,Marion,Indiana,Dollar Tree,Indianapolis
-81.1501,32.104,mm_28000200161567,5,66,54,52,521897.72,103,Top,Savannah,Chatham,Georgia,Dollar Tree,Savannah
-83.3045,30.8468,mm_28000200161592,4,19,68,94,559413.07,88,Top,Valdosta,Lowndes,Georgia,Dollar General,Tallahassee-Thomasville
-80.9728,34.0566,mm_28000200161599,5,57,68,52,394445.64,101,Top,Columbia,Richland,South Carolina,Dollar General,"Columbia, SC"
-88.3819,38.3797,mm_28000200161607,4,316,125,127,372014.58,73,Top,Fairfield,Wayne,Illinois,Dollar General,Evansville
-74.8018,40.2648,mm_28000200161611,1,90,62,64,355297.72,87,Bottom,Trenton,Mercer,New Jersey,Dollar General,Philadelphia
-96.3896,36.4169,mm_28000200161615,5,70,164,148,330967.13,96,Top,Hominy,Osage,Oklahoma,Dollar General,Tulsa
-86.5138,35.9767,mm_28000200161658,4,51,135,113,309611.72,110,Top,Smyrna,Rutherford,Tennessee,Dollar Tree,Nashville
-98.7473,38.0006,mm_28000200161662,3,0,92,134,229293.65,42,Top,St John,Stafford,Kansas,Dollar General,Wichita-Hutchinson Plus
-89.5472,37.3053,mm_28000200161670,5,31,49,53,501028.12,83,Top,Cape Girardeau,Cape Girardeau,Missouri,Dollar General,Paducah-Cape Girardeau-Harrisburg
-91.7272,44.9933,mm_28000200161689,3,81,133,94,284004.58,154,Bottom,Colfax,Dunn,Wisconsin,Dollar General,Minneapolis-St. Paul
-88.0095,31.1251,mm_28000200161696,5,166,442,200,421212.3,105,Top,Mount Vernon,Mobile,Alabama,Dollar General,Mobile-Pensacola (Ft. Walton Beach)
-89.0022,43.5307,mm_28000200161699,3,0,234,107,270343.75,94,Bottom,Randolph,Dodge,Wisconsin,Dollar General,Milwaukee
-71.3978,41.7089,mm_28000200161713,2,115,82,56,451302.83,131,Bottom,Warwick,Kent,Rhode Island,Dollar Tree,Providence-New Bedford
-80.7244,40.0564,mm_28000200161727,2,96,114,99,368055.97,97,Overachieving,Wheeling,Ohio,West Virginia,Dollar Tree,Wheeling-Steubenville
-88.3325,36.4394,mm_28000200161770,5,128,201,181,183901.07,77,Top,Puryear,Henry,Tennessee,Dollar General,Nashville
-89.101,44.3575,mm_28000200161782,2,0,114,48,465031.1,98,Bottom,Waupaca,Waupaca,Wisconsin,Dollar General,Green Bay-Appleton
-118.63,38.5349,mm_28000200161785,2,0,94,109,141593.05,48,Overachieving,Hawthorne,Mineral,Nevada,Dollar Tree,Reno
-81.1964,35.5617,mm_28000200161794,5,71,70,79,246073.5,115,Top,Maiden,Catawba,North Carolina,Dollar General,Charlotte
-85.8795,37.0102,mm_28000200161809,5,15,146,100,523319.25,83,Top,Glasgow,Barren,Kentucky,Dollar General,Bowling Green
-86.4331,33.3415,mm_28000200161820,5,156,113,104,321265.05,120,Top,Harpersville,Shelby,Alabama,Dollar General,Birmingham (Anniston and Tuscaloosa)
-97.4148,31.4422,mm_28000200161824,4,92,108,137,360984.45,100,Underachieving,Mcgregor,McLennan,Texas,Dollar General,Waco-Temple-Bryan
-86.3114,34.3207,mm_28000200161833,5,49,35,83,279559.85,97,Top,Guntersville,Marshall,Alabama,Dollar General,Huntsville-Decatur (Florence)
-82.4199,37.8443,mm_28000200161837,5,59,164,120,391725.95,59,Top,Warfield,Martin,Kentucky,Dollar General,Charleston-Huntington
-78.7766,40.6607,mm_28000200161851,3,86,25,112,459429.23,66,Bottom,Northern Cambria,Cambria,Pennsylvania,Dollar General,Johnstown-Altoona-State College
-96.6532,33.1005,mm_28000200161864,4,159,137,99,410404.37,101,Top,Allen,Collin,Texas,Dollar General,Dallas-Ft. Worth
-87.6668,42.0079,mm_28000200161869,1,72,189,51,821329.91,70,Bottom,Chicago,Cook,Illinois,Dollar Tree,Chicago
-97.9323,27.9544,mm_28000200161873,5,100,118,123,519596.4,94,Top,Orange Grove,Jim Wells,Texas,Dollar General,Corpus Christi
-86.9847,39.1087,mm_28000200161879,4,267,157,140,291895.71,85,Top,Worthington,Greene,Indiana,Dollar General,Terre Haute
-79.7457,35.2992,mm_28000200161885,5,55,151,110,226679.29,79,Top,Candor,Montgomery,North Carolina,Dollar Tree,Greensboro-High Point-Winston Salem
-91.5177,30.4927,mm_28000200161897,5,150,354,142,326439.21,101,Top,Maringouin,Iberville,Louisiana,Dollar General,Baton Rouge
-97.5335,35.3772,mm_28000200161898,4,77,106,100,360729.67,117,Top,Oklahoma City,Oklahoma,Oklahoma,Dollar General,Oklahoma City
-97.4506,35.4498,mm_28000200161912,5,116,228,177,256494.66,114,Underachieving,Oklahoma City,Oklahoma,Oklahoma,Dollar Tree,Oklahoma City
-81.973,28.0194,mm_28000200161914,4,32,40,36,495405.02,116,Top,Lakeland,Polk,Florida,Dollar General,Tampa-St. Petersburg (Sarasota)
-81.6223,30.2908,mm_28000200161917,4,262,172,318,539804.88,133,Top,Jacksonville,Duval,Florida,Dollar Tree,Jacksonville
-86.9714,34.5231,mm_28000200161919,4,125,111,173,381437.09,113,Top,Decatur,Morgan,Alabama,Dollar General,Huntsville-Decatur (Florence)
-88.2581,42.1191,mm_28000200161942,2,88,120,61,380407.6,85,Bottom,Carpentersville,Kane,Illinois,Dollar General,Chicago
-94.171,30.3406,mm_28000200161946,5,111,94,116,330420.98,102,Top,Silsbee,Hardin,Texas,Dollar General,Beaumont-Port Arthur
-93.3551,45.0938,mm_28000200161953,2,116,137,115,611965.55,96,Bottom,Minneapolis,Hennepin,Minnesota,Dollar Tree,Minneapolis-St. Paul
-96.2735,31.6283,mm_28000200161962,5,94,22,100,232064.24,77,Top,Teague,Freestone,Texas,Dollar Tree,Dallas-Ft. Worth
-80.8977,36.6787,mm_28000200161967,4,53,125,60,278044.71,66,Top,Galax,Galax,Virginia,Dollar General,Roanoke-Lynchburg
-97.0535,36.8905,mm_28000200161980,5,0,54,193,339757.72,82,Top,Newkirk,Kay,Oklahoma,Dollar General,Oklahoma City
-108.7395,35.5202,mm_28000200161990,4,0,11,21,411523.91,37,Top,Gallup,McKinley,New Mexico,Dollar General,Albuquerque-Santa Fe
-112.6299,45.2246,mm_28000200162000,1,86,34,45,294277.84,69,Bottom,Dillon,Beaverhead,Montana,Dollar Tree,Butte-Bozeman
-81.624,30.4669,mm_28000200162003,4,77,145,225,492223.82,142,Top,Jacksonville,Duval,Florida,Dollar General,Jacksonville
-78.9617,33.6846,mm_28000200162008,4,73,52,75,355527.23,104,Top,Myrtle Beach,Horry,South Carolina,Dollar General,Myrtle Beach-Florence
-71.5152,44.6003,mm_28000200162019,3,0,383,117,264623.76,86,Underachieving,Groveton,Coos,New Hampshire,Dollar General,Portland-Auburn
-93.3389,36.6766,mm_28000200162020,3,33,38,40,294525.86,82,Top,Reeds Spring,Stone,Missouri,Dollar General,"Springfield, MO"
-93.5551,44.7835,mm_28000200162021,1,57,57,35,285415.15,99,Bottom,Shakopee,Scott,Minnesota,Dollar General,Minneapolis-St. Paul
-85.2264,41.3643,mm_28000200162023,2,283,230,119,332495.92,93,Bottom,Avilla,Noble,Indiana,Dollar General,Ft. Wayne
-87.2502,30.4437,mm_28000200162042,5,312,311,345,283970.71,117,Top,Pensacola,Escambia,Florida,Dollar General,Mobile-Pensacola (Ft. Walton Beach)
-85.6695,34.6973,mm_28000200162046,5,96,159,130,378559.53,101,Top,Ider,DeKalb,Alabama,Dollar General,Huntsville-Decatur (Florence)
-76.3955,37.036,mm_28000200162052,4,45,48,75,6669858.16,111,Top,Hampton,Hampton,Virginia,BJs Wholesale Club,Norfolk-Portsmouth-Newport News
-102.7947,46.879,mm_28000200162065,3,0,0,24,273204.11,101,Overachieving,Dickinson,Stark,North Dakota,Dollar Tree,Minot-Bismarck-Dickinson (Williston)
-88.9948,39.7127,mm_28000200162073,3,98,129,66,212099.53,89,Top,Macon,Macon,Illinois,Dollar General,Champaign & Springfield-Decatur
-78.1678,42.0671,mm_28000200162087,2,55,152,101,381817.21,98,Bottom,Bolivar,Allegany,New York,Dollar General,Buffalo
-94.5101,38.9201,mm_28000200162094,4,167,120,97,694606.11,119,Underachieving,Kansas City,Jackson,Missouri,Dollar General,Kansas City
-84.5749,37.8755,mm_28000200162098,3,43,202,80,272455.28,95,Underachieving,Nicholasville,Jessamine,Kentucky,Dollar Tree,Lexington
-92.2918,38.9814,mm_28000200162099,3,10,46,42,500812.07,139,Underachieving,Columbia,Boone,Missouri,Dollar General,Columbia-Jefferson City
-93.7211,35.2919,mm_28000200162102,5,44,154,97,202978.46,109,Top,Paris,Logan,Arkansas,Dollar General,Ft. Smith-Fayetteville-Springdale-Rogers
-83.7936,42.5578,mm_28000200162104,1,92,29,39,172282.8,115,Bottom,Brighton,Livingston,Michigan,Dollar General,Detroit
-78.3914,33.9685,mm_28000200162108,4,85,86,82,360103.94,99,Top,Shallotte,Brunswick,North Carolina,Dollar General,Wilmington
-84.9381,31.3753,mm_28000200162114,5,157,247,156,586794.53,76,Top,Blakely,Early,Georgia,Dollar Tree,Dothan
-95.2737,31.9869,mm_28000200162125,5,66,78,98,297415.94,93,Top,Jacksonville,Cherokee,Texas,Dollar General,Tyler-Longview (Lufkin & Nacogdoches)
-81.539,34.0424,mm_28000200162126,4,92,145,100,382891.49,107,Top,Leesville,Saluda,South Carolina,Dollar General,"Columbia, SC"
-72.7834,41.67,mm_28000200162142,2,214,134,94,961602.7,123,Bottom,New Britain,Hartford,Connecticut,Dollar Tree,Hartford & New Haven
-117.3802,34.1068,mm_28000200162145,4,133,105,78,646991.25,80,Underachieving,Rialto,San Bernardino,California,Dollar Tree,Los Angeles
-88.8732,36.5113,mm_28000200162148,5,81,95,128,215519.13,76,Top,Fulton,Fulton,Kentucky,Dollar General,Paducah-Cape Girardeau-Harrisburg
-81.7312,30.2473,mm_28000200162153,5,141,167,276,533715.83,134,Top,Jacksonville,Duval,Florida,Dollar Tree,Jacksonville
-106.8931,34.0683,mm_28000200162171,5,0,47,29,253466.04,66,Top,Socorro,Socorro,New Mexico,Dollar General,Albuquerque-Santa Fe
-97.5641,35.4787,mm_28000200162181,4,125,156,138,163190.87,136,Top,Oklahoma City,Oklahoma,Oklahoma,Dollar Tree,Oklahoma City
-85.7716,43.5533,mm_28000200162182,1,0,110,130,208533.55,106,Bottom,White Cloud,Newaygo,Michigan,Dollar Tree,Grand Rapids-Kalamazoo-Battle Creek
-101.7453,37.9798,mm_28000200162188,3,0,61,103,453415.06,33,Overachieving,Syracuse,Hamilton,Kansas,Dollar General,Wichita-Hutchinson Plus
-70.9167,41.6106,mm_28000200162193,2,48,91,37,681727.57,115,Bottom,New Bedford,Bristol,Massachusetts,Dollar Tree,Providence-New Bedford
-92.0844,32.5224,mm_28000200162195,5,19,27,29,540318.67,110,Top,Monroe,Ouachita,Louisiana,Dollar General,Monroe-El Dorado
-78.4219,35.4469,mm_28000200162204,5,73,76,95,758950.07,118,Top,Four Oaks,Johnston,North Carolina,Dollar General,Raleigh-Durham (Fayetteville)
-79.1285,33.4379,mm_28000200162214,2,86,102,84,389635.91,72,Overachieving,Pawleys Island,Georgetown,South Carolina,Dollar General,"Charleston, SC"
-88.6798,32.4804,mm_28000200162220,4,22,26,43,390656.69,78,Top,Meridian,Lauderdale,Mississippi,Dollar General,Meridian
-89.3297,32.3476,mm_28000200162230,5,146,148,170,314793.94,71,Top,Lake,Scott,Mississippi,Dollar General,"Jackson, MS"
-102.6039,38.0881,mm_28000200162232,3,0,0,45,210130.72,106,Overachieving,Lamar,Prowers,Colorado,Dollar General,Denver
-78.3918,43.2066,mm_28000200162236,3,125,98,84,244640.13,109,Bottom,Medina,Orleans,New York,Dollar Tree,"Rochester, NY"
-90.8409,44.2942,mm_28000200162242,3,17,156,78,265532.55,97,Overachieving,Black River Falls,Jackson,Wisconsin,Dollar General,La Crosse-Eau Claire
-85.6846,42.9714,mm_28000200162249,1,74,162,86,257799.4,147,Bottom,Grand Rapids,Kent,Michigan,Dollar General,Grand Rapids-Kalamazoo-Battle Creek
-84.158,40.2971,mm_28000200162256,3,41,24,80,233111.86,107,Top,Sidney,Shelby,Ohio,Dollar Tree,Dayton
-93.8666,32.4802,mm_28000200162283,4,47,42,44,347897.36,112,Top,Shreveport,Caddo,Louisiana,Dollar Tree,Shreveport
-90.3968,38.292,mm_28000200162284,3,30,85,36,516240.4,122,Top,Pevely,Jefferson,Missouri,Dollar General,St. Louis
-76.8928,38.8516,mm_28000200162297,3,233,60,107,1074177.89,96,Top,District Heights,Prince George's,Maryland,Dollar Tree,"Washington, DC  (Hagerstown)"
-85.4381,37.825,mm_28000200162305,4,9,97,76,587243.09,97,Top,Bardstown,Nelson,Kentucky,Dollar General,Louisville
-86.1434,34.1802,mm_28000200162308,5,51,50,77,422856.46,96,Top,Boaz,Etowah,Alabama,Dollar General,Birmingham (Anniston and Tuscaloosa)
-88.9575,39.8219,mm_28000200162315,4,99,130,70,499903.53,93,Top,Decatur,Macon,Illinois,Dollar General,Champaign & Springfield-Decatur
-98.1389,26.287,mm_28000200162326,5,102,80,95,435060.1,78,Top,Edinburg,Hidalgo,Texas,Dollar General,Harlingen-Weslaco-Brownsville-McAllen
-98.6003,29.415,mm_28000200162328,5,62,65,59,330220.3,131,Top,San Antonio,Bexar,Texas,Dollar General,San Antonio
-115.2921,42.9564,mm_28000200162341,2,36,43,50,172689.17,64,Bottom,Glenns Ferry,Elmore,Idaho,Dollar Tree,Boise
-76.3837,41.1902,mm_28000200162361,3,344,24,163,382584.22,77,Underachieving,Benton,Columbia,Pennsylvania,Dollar General,Wilkes Barre-Scranton-Hazelton
-86.6366,36.1577,mm_28000200162370,2,82,217,149,685048.8,138,Bottom,Nashville,Davidson,Tennessee,Dollar General,Nashville
-95.4441,29.6132,mm_28000200162386,4,179,159,121,519267.6,86,Underachieving,Houston,Harris,Texas,Dollar Tree,Houston
-84.465,39.3038,mm_28000200162393,2,206,243,365,457291.27,132,Overachieving,Cincinnati,Butler,Ohio,Dollar General,Cincinnati
-76.8225,42.1147,mm_28000200162403,2,43,51,77,541801.43,109,Bottom,Elmira,Chemung,New York,Dollar General,Elmira (Corning)
-80.6908,40.9006,mm_28000200162415,2,34,52,72,436613.07,105,Bottom,Columbiana,Mahoning,Ohio,Dollar General,Youngstown
-81.8552,36.7474,mm_28000200162416,3,39,80,67,368705.82,83,Top,Meadowview,Washington,Virginia,Dollar General,"Tri-Cities, TN-VA"
-97.8224,30.1763,mm_28000200162423,2,115,108,61,372793.03,132,Bottom,Austin,Travis,Texas,Dollar General,Austin
-80.3475,34.4142,mm_28000200162428,5,137,129,179,299703.79,93,Top,Bethune,Kershaw,South Carolina,Dollar General,"Columbia, SC"
-73.1985,40.7915,mm_28000200162432,3,267,110,134,447599.11,102,Top,Central Islip,Suffolk,New York,Dollar Tree,New York
-83.2898,34.1712,mm_28000200162436,5,82,110,85,423560.36,102,Top,Ila,Madison,Georgia,Dollar General,Atlanta
-80.6059,35.4509,mm_28000200162440,4,41,54,61,270504.67,124,Top,Kannapolis,Cabarrus,North Carolina,Dollar General,Charlotte
-89.8993,29.9147,mm_28000200162443,5,194,229,180,339630.95,123,Top,Violet,St. Bernard,Louisiana,Dollar General,New Orleans
-81.2821,41.6729,mm_28000200162453,1,96,63,92,358463.5,113,Bottom,Mentor,Lake,Ohio,Dollar General,Cleveland-Akron (Canton)
-85.829,31.7204,mm_28000200162460,5,129,61,150,393357.76,110,Top,Brundidge,Pike,Alabama,Dollar General,Montgomery-Selma
-77.8077,38.3055,mm_28000200162494,4,196,95,126,368967.3,107,Top,Locust Grove,Orange,Virginia,Dollar General,Charlottesville
-90.3353,38.5508,mm_28000200162501,2,62,236,105,327002.06,130,Bottom,Saint Louis,St. Louis,Missouri,Dollar General,St. Louis
-98.6783,27.3097,mm_28000200162506,5,202,119,207,414449.84,70,Underachieving,Hebbronville,Jim Hogg,Texas,Dollar Tree,Corpus Christi
-83.6499,41.0723,mm_28000200162507,2,29,11,49,400910.85,115,Overachieving,Findlay,Hancock,Ohio,Dollar General,Toledo
-116.9739,33.9294,mm_28000200162509,3,41,68,67,665723.64,102,Bottom,Beaumont,Riverside,California,Dollar Tree,Los Angeles
-79.8657,40.4612,mm_28000200162513,1,81,45,74,561289.86,104,Bottom,Pittsburgh,Allegheny,Pennsylvania,Dollar Tree,Pittsburgh
-82.0485,36.907,mm_28000200162516,5,86,162,139,334511.62,71,Top,Lebanon,Russell,Virginia,Dollar General,"Tri-Cities, TN-VA"
-84.3504,37.3567,mm_28000200162536,4,79,187,160,361211.92,70,Top,Mount Vernon,Rockcastle,Kentucky,Dollar General,Lexington
-87.7647,41.778,mm_28000200162537,2,174,265,98,259575.58,86,Bottom,Chicago,Cook,Illinois,Dollar Tree,Chicago
-78.1955,37.1866,mm_28000200162538,5,48,199,99,295357.46,78,Top,Burkeville,Nottoway,Virginia,Dollar General,Richmond-Petersburg
-84.2481,40.1485,mm_28000200162540,3,71,63,75,169112.32,117,Overachieving,Piqua,Miami,Ohio,Dollar Tree,Dayton
-71.1208,41.7511,mm_28000200162542,2,82,87,41,506138.17,110,Bottom,Fall River,Bristol,Massachusetts,Dollar Tree,Providence-New Bedford
-86.2575,32.3917,mm_28000200162545,5,190,134,175,581283.14,136,Top,Montgomery,Montgomery,Alabama,Dollar General,Montgomery-Selma
-97.7973,32.773,mm_28000200162580,5,79,52,66,453087.02,124,Top,Weatherford,Parker,Texas,Dollar General,Dallas-Ft. Worth
-81.1813,34.1018,mm_28000200162590,4,82,97,103,438893.69,111,Top,Irmo,Richland,South Carolina,Dollar General,"Columbia, SC"
-86.3743,39.5998,mm_28000200162592,2,114,67,72,361519.53,96,Overachieving,Mooresville,Morgan,Indiana,Dollar General,Indianapolis
-114.7047,32.5964,mm_28000200162604,4,22,26,25,555793.46,62,Top,Somerton,Yuma,Arizona,Dollar Tree,Yuma-El Centro
